MSISDN,n_crm_packs,n_bil_packs,crm_outlier,bil_outlier
ad59a6d5866b9b2a864ea51f70915e88,18,18,False,True
01088fdb36115c50ff85901420d829c4,20,20,True,True
86768b7413a0212517ff63cf8514e0d0,20,16,True,False
d2b3156395e236874db4c9c681c54466,21,22,True,True
ee5ae0462cd5338b560bd76b96cc0813,19,17,True,False
fd175d0647045cb0d4e7554abfe7ad3a,22,20,True,True
125f9708a6ea27fb1a0155e0ba6f11ba,30,23,True,True
5838ea4ccde42f068ccba8f6fa5bfdb0,20,21,True,True
d4e187b04309030522648ee6f50ff547,20,18,True,True
19c8c863b0f67ad581d05dcca98408a4,20,18,True,True
cc26d4232640b47ffd42eb14161d6516,20,20,True,True
7548f98ed73bc970d4841bc44d04a7e2,20,18,True,True
96523a6ba3601fccda0723bad35af6d8,15,0,False,True
966fb782f84dd23500b8d3e652c3e63f,20,20,True,True
ce6d0c41201e4f3be7be7fa1f0e33293,21,19,True,True
e2bb9d6696be698760c039f77e5fabd4,20,18,True,True
d314e9f08144fbdb8564c83f0b02c2a8,21,19,True,True
1d44b8a84ea024693431bd2cc33785ce,26,23,True,True
1510df9436c31a801188947676908b31,21,19,True,True
8cf6e407f03c0d86d13f2a9e1650be25,21,19,True,True
f2d6e6a4bf242bee0f823025ed62e5ff,20,18,True,True
b4ee6150966bdc93c7d9356e9b8feae2,19,20,True,True
53ed7a3634be3661bb5e497ed61eb306,18,18,False,True
0e5efa2549f9d0e9f1e4e8ae4d29744d,22,18,True,True
e611b7d387163e3d81662bc3773e6789,31,30,True,True
9cdc180ee97617909ccba4ab37529ef1,19,17,True,False
47e3f0c148f6032c29d2226b0ece32bc,28,27,True,True
0ce69279bf9fef3c7d50967c7a5cfbf0,19,17,True,False
cd286f2d7478946b4fd473faaa459ff4,20,18,True,True
2d328e6e61564ebced59e70b47ac8667,19,17,True,False
e687be5590d2052accb901413f209fa7,19,17,True,False
84817f904a8af73b81e831bad4e25266,21,24,True,True
8043e75008383bb9d5fe961f0a289d71,19,17,True,False
14a48d9b834985a50a5839a80c93804d,19,17,True,False
40adb104b1b7a661c0ac96f64351b14c,19,17,True,False
1961d79489eadf9cf786a4d2dc5911f0,18,18,False,True
774bb25fc637fef2340dfebd3e3687cd,34,32,True,True
7d69469d84ad68a358d7565cd4e46433,22,15,True,False
faaca963d15a90282864497136e460af,20,18,True,True
57a6982214af7d8bdc6c7254fc0ebbb4,24,23,True,True
0c8ff5924c84e1a100fae41c5b5e5790,21,19,True,True
75fe34828e657384ddc25774efd97671,20,18,True,True
f3276ba5e00f09c17e03245310a42520,28,26,True,True
a0248b8cf6b945080867de3c96344de7,20,19,True,True
2fe189027ca303fc8c23ab64aa093732,19,15,True,False
c9583fd903f3e0c00dc3a9b2ef4f6007,19,16,True,False
da0346385859bd54fa5ff39766f0f877,19,15,True,False
706db05df5352c80faaa3f6fea88a53f,19,19,True,True
5a99461bbd9fef3d624279a35ae20ca1,19,26,True,True
aa9cc04e1ea3199dd420a07dd5492596,19,17,True,False
f95e43c79f92af41f46f87160efeeb50,16,18,False,True
127ffc2ec24de71e06cb771b48965bfb,22,20,True,True
7814e2e34e255da4ca5d521f059e708c,31,34,True,True
5ac1e365066cf1600880d3995d370a08,30,26,True,True
f76688e96f62692f7e9e62859c73c2b7,23,23,True,True
9652dabe6d43c26291d07223d86683af,19,28,True,True
de657ab08930867c9621497878093e51,16,18,False,True
9e35a14961161bc7d846c0689becaae6,20,18,True,True
a3de9997c6de5dba8c0d37b697ee3ffd,18,18,False,True
37bdba5de9be03341d139e7254f2d38d,24,16,True,False
cc59abdfecafdb252ae4ec01e99b99f7,18,18,False,True
3a965380d47ee13e463e0a5cbc570c13,22,22,True,True
faae98175e15e61f9ff4b2482373c67b,20,18,True,True
dafdc17c1a7456f97fc0711ea2fa5e00,19,19,True,True
7880dad898dc429c1ac3348dbb04d3a1,24,23,True,True
157f1e39411ff2a96831593604cebf8e,21,18,True,True
9af2fd06bdf535899abeb82629148de3,21,23,True,True
a73bc58f825826377e5d757688345da6,22,32,True,True
930d7c05c15aad6d34c4f98c840819d2,16,18,False,True
41d356c48ff903bdff73330be3698d41,18,19,False,True
3a6f44a02aa77925aed39b5afa1f7415,19,19,True,True
d9b338cbdff9586258cd775cf32eee4b,27,20,True,True
5708dc8c4a4dbe22d64b59e43958000f,20,18,True,True
b60e3b6d3d3e4a96fbd047b1e6b78a28,21,22,True,True
42e4f5fea7227ff8eced4ca51af9d78b,19,18,True,True
4ea02f5a7d97ecdd83a3534be5de88d2,26,20,True,True
1439c1cee1ca9c55aeec9055fb7db8bf,25,20,True,True
2ceb4cf8a0d20618d459398ebdcdd495,19,20,True,True
254cbbb4e45a4e53b25dcfe06b3c73a1,24,21,True,True
e1b1c96ea85775c3034f961e348e54be,19,17,True,False
a812bd6b681531eb536f27ca6ee59df0,26,21,True,True
a632c8c5f3f8817c0802c9058da05cdf,28,25,True,True
02cdb51efae924762794242888d81c93,23,21,True,True
c3edeaaf253c2dfe136a169de7b81e63,19,19,True,True
912debfcdac8df415441653f88580f97,32,34,True,True
b5c9a2d1e53003f6a10b89a1834e402e,27,21,True,True
9e8a8928605ff1c1c89a0e853c476f2e,22,17,True,False
7ef23e6bd612ef26581f85bc742e4b28,27,27,True,True
39e09f6a849d059b3ee22eaa74c1c16a,28,34,True,True
76c5a2925b7db88f166a9e4792bc28c4,25,21,True,True
948ac4681a39b34750807021eabebbe0,19,17,True,False
0acd5609be9c0df0435dc5cc853d94d9,21,21,True,True
b0e815afc8ed4343395ab964e19507ef,18,19,False,True
2d5c8be335421688f11efcd8911e316f,23,32,True,True
99f8f6c30d80140ba94f52bb2bfafd18,17,22,False,True
436403279d2855147dc1117f271674ed,21,23,True,True
4a0249b1965e0b7e0a4ad9bde7ecc755,29,23,True,True
fc79681fd438cd587509d58b9bc45329,29,26,True,True
641e3d8fc15ce8d59f42838e3e82ccb4,21,23,True,True
b8115ae12985ee5ec5aed02fcad26b5f,22,18,True,True
cc01b6ae5c8b82f6e00538532bc72d3c,16,19,False,True
405225cde1c387be264b37b57c1cc1a6,6,6,True,False
d6c95d93a42474d7f8bef83765a10a1b,20,15,True,False
6870aa0437db23775a5dadef90f86246,23,26,True,True
73688bf7b1a8404258f4dca7cfeb0148,19,19,True,True
9b6d14fe1dc5f6d79c9f0be6815ee2ac,18,18,False,True
5e3335122ba96424e5d97d8262e96ffa,29,24,True,True
82a5103d0595e39a5277c7b451ae4fe3,29,30,True,True
de5398946b66b7aad668ab7f33713b76,25,30,True,True
a1c604a58fb53428665aa9cc8c8bf44d,19,18,True,True
3907d923cde123d8ae958ffeca1881eb,19,17,True,False
8bcbf641a5b3295e244dfe67f6f899d1,28,27,True,True
3197958b43de7c7a95300e75de72e592,24,20,True,True
e1eb090c8ae8e776626a9b0ea14fa09a,20,18,True,True
1bc9d3b3e27199698ac9ef0be1441550,20,16,True,False
303e5c51a7d0180783462f69b1467ead,19,17,True,False
34339ab41ad06ce9c523645eebf9b861,15,20,False,True
d97a303d539f36b8f6bae3b08f86020f,24,23,True,True
6700d3109d7ef63cf2c01f7f6f668f1f,18,23,False,True
4e2e64412f0347b520d5c413c9e0b78c,21,20,True,True
7505d6b1a17774246bb484105cf5f332,21,19,True,True
7113323acdc97176191c7f5bc8bcd5b6,19,22,True,True
d522e298619d673a8dd7e6067c6a4632,26,16,True,False
8c8f35ba022e523b0aa70b7b5f87166c,34,28,True,True
88a855f74bdf16eac91ca89d3520847f,18,18,False,True
8794bba0e3c62f2b63f838626f1aeed6,26,20,True,True
33edf03c918ecf9707b6706a00c84106,35,36,True,True
29716b89c39ddd1d18076c808301bf23,21,16,True,False
dc90a98441dd1fd7c5ea40c17f803b35,28,25,True,True
927bfd8c1a325f38f562b3e897ee691b,22,22,True,True
69048ad10d88481bf709028e3000ce2d,30,20,True,True
b1f35bffde48879f7acd9e9ed16c471f,20,18,True,True
037445aa41afc4150747ba89c35bf559,43,32,True,True
b819d3605b2f7bac3478d37c714b7530,33,26,True,True
3ad743a7dbbd4217af57c99e21aae89f,20,18,True,True
e1481258391acde98d8e1e455c3a529e,1,1,True,True
1989abb4831c93df673d3580e8f12ccb,1,1,True,True
daf57ee70fbaa937a12401d08fe9b96b,1,1,True,True
149491b3c07087405fa6d93fd3389d82,1,1,True,True
9d3cca390807053555f6d639f19e22f3,1,1,True,True
a98f852df31bc77f6a5267d02529a4f8,1,1,True,True
40f181220e57c0a156169cf7e7c8576f,1,1,True,True
1737cdf3b947cc01c41ecffda7bee953,1,1,True,True
aaef5c30b8b014232f943e8dbdfc02bf,1,1,True,True
ebd2e2e853180fa6d67e825f6afaee81,1,1,True,True
f40cffdc5a8d5b221a24dc324eb9b007,1,1,True,True
2fe0d2959a71ab5a1e766e202a23096c,1,1,True,True
de89f99f8b84bd52644c929d6ce55375,1,1,True,True
13b30f89b6834141ab320cad02d4635b,1,1,True,True
75600732f98c12264101ac037d7a6ae1,1,1,True,True
2b7529dcd0da33963c08c43852968fdf,1,1,True,True
c48ee4cabbbb54257a040c044009adeb,1,1,True,True
578b42fa03394df738c3b35a9d584c34,1,1,True,True
7091304ba2870ac5ad18be83567a8575,1,1,True,True
0e3643e31048cb877b34f3df5afc059d,1,1,True,True
f4017d3546288cd97d1c92658a0fb931,1,1,True,True
3f570dbbd86d523c1b8307be630f9b04,1,1,True,True
88b8fe3799e5426fe7725372ff273742,1,1,True,True
cf6878309657518b5a631549deb871ec,1,1,True,True
8f6f63e38b39b55849291aa8191b0389,1,1,True,True
0c2bd9dbf12da1ef7bf82e1e705b73a5,1,1,True,True
7b51ffea0d0f7d19bdf1a0d7c746f17c,1,1,True,True
f57b58f433cde2c00ecc0878cdbdf877,1,1,True,True
2e103385ad07035b56f385b9a1fbd45f,3,6,True,False
09a5d634e26eb465434ff3f723dad84c,1,1,True,True
7a6f8339a9e21727f12ecc6570d91681,1,1,True,True
b8897aea1527f2da7aa7d53c4bb1a7da,1,1,True,True
a006011e0373e9cc166efb050415bdb9,1,1,True,True
63be3462b95312d240ac84c4d38190a9,1,1,True,True
c33a0303bcd2241cf70ec0c5e0074d04,1,1,True,True
5a13c64abe6cef93abecb72889c4fe7e,1,1,True,True
1e263f985be8a9b39bf17a95d9ebfeb5,1,1,True,True
63e3bf40617d333eadaec39c6297461e,1,1,True,True
3894dc6d056556b48a77de667661e0db,1,1,True,True
821380dea4d6bd043e262a733abbd7e7,1,1,True,True
de634424a335325c5ec1900925c41512,1,1,True,True
5d8e51cf19921650dd692d2fe90396cd,1,1,True,True
746d36964d74e113f79fef9bcf17d9bf,1,1,True,True
3f65edbc2e0d5efc842dfae6853218e9,1,1,True,True
4ac668c67e802631639a635e9cf8c9e2,1,1,True,True
a883fd8b628184bcbe1c729d7ae7fcef,1,1,True,True
64a446f4e9afe7ca88cf1460d5a306ca,1,1,True,True
40fea1714d3b0c4e13c46ae64ccf2c21,1,1,True,True
5937ee51d70fc48ec32695bf959cc6ac,1,1,True,True
d685eeb756f861139e3983c72bc1cb39,1,1,True,True
e60d3d7d6fcd092ca3dc7280206de256,1,1,True,True
80962a87b7011e2c66365782257b283c,1,1,True,True
d1c22f14b3826d153fd7f0f7dc8198d8,1,1,True,True
88e87ee9fa94f4aa05050331330f2752,1,1,True,True
c5b79c583ffa5de094b41feb2ed6608d,1,1,True,True
1e4c1c57e3cda91b4ea608725f3aa44f,1,1,True,True
58532fb6d613fe49e3fc7d0b6ecc4458,1,1,True,True
a18ef0b13aea9a65d83eba39d6acebd7,23,12,True,False
6d0087da1942d35b9004a6c159b588c2,1,1,True,True
aba8586133a77dfced50db2ff3d62c28,1,1,True,True
7e82423124d9a392bfb21ac50f873f00,1,1,True,True
8278b2f2d86084627a60d9f958dfa897,1,1,True,True
a05ea1d3f8f6a7d0498def48c6158182,1,1,True,True
aa56b1b0604f01839d796f312e061c7f,1,1,True,True
39615d1d258f41530a2bf938585f3731,1,1,True,True
33e82e0fb5a6f12ee798ebe6aac96a0c,1,1,True,True
6f6b5ae9bcb180293c0a0f2f36e87712,1,1,True,True
2b6d09e73738eec4f8c293309f6ef0a8,1,1,True,True
c2ec9c61918fc4ad81cce3d8e250bb88,1,1,True,True
feece6604f9ed9bead88369d3742a35f,1,1,True,True
fe5aa16da8f8c3205a717292adb88b2b,1,1,True,True
2f76acf880cce4df107c9e086dcc89de,1,1,True,True
ad98ab9a5504da4c3d3f5f8fc6d01fb1,1,1,True,True
a3b5d0e19caf3bd0f5b37a1c96af29c3,1,1,True,True
d40eb387f9eb258b76f274b8c4b873cd,1,1,True,True
14d8fc0e469937e8055de8c4e2952877,1,1,True,True
05d8dc8f9cbbf243ba3fa80ec19d7687,1,1,True,True
ebf0c44a4b163b10d7637a364904f11d,1,1,True,True
2435d811b6851e09260e3da555112c6b,1,1,True,True
9b1b634bd7b2b6efc29d36a9e9d23a3d,1,1,True,True
015b2349a9035e2c1591a97bdee16900,1,1,True,True
aa098b64317c66ff46fac5ebe53126e6,1,1,True,True
7e9c25f970f737a6b9a5ef5783b20028,1,1,True,True
c3ef740e7e73b344df239cbd234fd979,1,1,True,True
5cf3da5f909182fcac0e91c3d903bfa8,1,1,True,True
2d55cdb040666985a481b2ac42e304cb,1,1,True,True
bc0cd125c401829f23b3d24eec919cd8,1,1,True,True
f99c740260705703ceffccef89eb80f0,1,1,True,True
129cda828faecb53221eefd640c331fb,5,6,True,False
a9912e12e3f8c68a400be8a7b268eec1,1,1,True,True
87e2cc810e8a722ebada1e812057593a,1,1,True,True
676e0fbcd712049d14bb496f4339bbb5,1,1,True,True
1552874fa4839f9f07398be870e9bcee,1,1,True,True
99e0168b01e236ef078f8fa796d41615,1,1,True,True
d24cd48f50101b1101dcecd9d6a38015,1,1,True,True
89ae5e47dbf0a2a4a1681ee0935f95ee,1,1,True,True
2626ea19ca56a2ca13028d3a6ce10005,1,1,True,True
b8c2f8ec5a9ea0ac5ee9df693c1e166b,1,1,True,True
8697ecb327d97c617bdb3f9e747491c3,1,1,True,True
a165a419b18ab4486785833e438cf2db,1,1,True,True
063aaccb4a3c86256313f7e3c4685fba,1,1,True,True
c7bdd84cdddde197eaf3a6158bc97360,1,1,True,True
efe0d97d418d37e991b095ac598becbc,1,1,True,True
ff7b3a448fc0ed7ae2ccd056774858f3,1,1,True,True
64edfec57980326173bde2dcc86658e6,1,1,True,True
4d6f66c1cf0022ba1c655757086b4611,1,1,True,True
289c1025c6de1e7fe110cfdc0a1b3a5c,1,1,True,True
1f63ddcf8bcd915a026c97ec31a6ba1f,1,1,True,True
003184ffa6d25177ecda75b81d3eef1c,1,1,True,True
5f3f063b7d02d71d6afc766f3f12412f,1,1,True,True
b6d5d11a5702db72982368d45f7ea77e,1,1,True,True
4a634ec3aa1a53317e782054b119d901,1,1,True,True
f1ea625b9fc5ab54e73704f332e06a55,1,1,True,True
78548bf6503583c7ea1fdaeeae1085f2,1,1,True,True
a9af76752a4b4a05d45ad03eddfec1b9,1,1,True,True
423a91dbbdcdf61e3eb622892725fc15,1,1,True,True
6e2a3a27ab08724f91b3120b9d90de5b,1,1,True,True
f3317981bba7b221b6b765d797e5a56d,1,1,True,True
5d72d10919e398ecdf68337692b75a02,1,1,True,True
c68de2757f797389270c55d5a6d6bd81,1,1,True,True
cc8ca11c53ec35a854c5ac8b1f8ea589,1,1,True,True
35298fdaf4ff28ce7caf7eefffd5e38b,1,1,True,True
66cad9c6e8f297884d7ee386838dc747,1,1,True,True
8a5e3f736ca82e18b1c8c8d6eb8bc129,1,1,True,True
e3085e59c27041aa4a06c4a0ce8829ca,1,1,True,True
2f0ef3d754c84efd323c93918c16a848,1,1,True,True
1c6c175747dbb0a053a5f59972bc2f67,1,1,True,True
2201eedf05e7d8d64c9cd8be6fd9e030,1,1,True,True
3b536a3c6fc82d88410734ec58e1425d,1,1,True,True
c8ba0c3822a2cd69e4d87dcc5393d412,1,1,True,True
5b4838fe37c7c325199f0b88eb446faa,1,1,True,True
fb1d28cafd90c39fa1f1d9da3ef794d5,1,1,True,True
b28b9fe3784a0b6b350bbd982cbe7e5d,1,1,True,True
7c06463e88c0e516b713515d5a2e0f0b,1,1,True,True
589e9507e961cef9facf117ff15d9b11,1,1,True,True
dc5057a8a67f8a93bbb817aadd0b4956,1,1,True,True
8b3d0661d346259de26defe4eac54da9,1,1,True,True
4cd199916ab7997b186b9efe9e9a33fe,1,1,True,True
daf8cb1d7da37501ac0161bea2009f4b,1,1,True,True
b179a67b1e75febc8268f07a8484cecd,1,1,True,True
593ddf02e0e0295e461ef580f90beb87,1,1,True,True
bbcb55c46a41c8e2b7c5f00add37c654,1,1,True,True
a2fc6fbc868a4183269e56832213a5d3,1,1,True,True
b8db9ae038b903fc06a8392fb220244e,1,1,True,True
4ef2e044ddc9cdb0e6248cc5b9d57a6e,1,1,True,True
173a07bc74474550f989b0d30804a3a3,1,1,True,True
0a03addc0e29bc9c4c1e0074456d7a66,1,1,True,True
18e67665c48ba6ff4606cefc99153136,7,5,False,True
05b89bcb818f2ce5ec3be422f61e61aa,4,6,True,False
e5bdfc5f923d4d73adc007e6eb840c38,1,1,True,True
a337f2cbbacd56b5dd5a8e3793f744e2,1,1,True,True
79a9aa4fac246a5df92cdcafa5aca1f2,1,1,True,True
d0d6e89522210459d77e003e45d40b7e,1,1,True,True
719ec3d26e008669c04972e196cbd02a,1,1,True,True
21ab11c34a99db0873107015c195f4d1,9,5,False,True
0a1fec0e467a3285cbc3c8404700ff8b,1,1,True,True
a87e109f4c5b81ef6ebb227be3c1c4a6,3,4,True,True
872159798bf506716721e603c81dcf2a,1,1,True,True
f5f1718988b902fed75b650572dea49b,1,1,True,True
d35031699625dffad48006b916534dd7,1,1,True,True
1f44dd4dd2b075a83372635bb1b9a247,1,1,True,True
6fe90392ea9aa1b39f2e28c11513c1be,1,1,True,True
3c7ed8367bbee8d30964a8db40a12846,1,1,True,True
8d6c58162321145a40d238a7499eb5da,1,1,True,True
988c2d09e4aa46df5ddca78fc011f448,1,1,True,True
5f4e0fcecaae8201f67126a019dd8fa0,1,1,True,True
10dbc672e9da3f4a8e6ed667931ae728,1,1,True,True
f614dc77450aa7d7f4915e7b7df4251e,1,1,True,True
89a85968d0c7b8d2628cb7748a44a8fd,1,1,True,True
20ba0ecc336f7f2b365955154cb5e2b1,1,1,True,True
f1e2434eeb3d086d73ee3c7e74cd74f1,1,1,True,True
f907063e60781ff1e9c9b564ebc0703c,1,1,True,True
f7dbebc76c37b271ced131c4706e490a,1,1,True,True
e7946c8dc758299fbc2e4feabf1d430b,1,1,True,True
8a49672e610eee9fd06aa74d9709ab0f,1,1,True,True
4b3124a6e80a567044efa2c823e9edc6,1,1,True,True
dc4a464b873a69cf71b1a0a80406dd87,1,1,True,True
bf3b199b6698e9108ef5af9439e2cd29,1,1,True,True
b352799bde11cc1d9ccf7df38bb29d99,1,1,True,True
be4915555df8c2b4cd46c925eff002e7,1,1,True,True
590a2429359172932266ce288adf6e86,1,1,True,True
5008b4141d87ea10ab8fba14c3d8ee9b,1,1,True,True
69a529525a6e4a23dcea39228fbd7fd7,1,1,True,True
731125518c9ecfeee4ecbbb160cbf0ad,1,1,True,True
bb8baf8a8064f0cffa44361e7e8f1289,1,1,True,True
64deffab3f3c2601d6b316d8e046d31e,1,1,True,True
e676f075637209acece3454bdc5c8de8,1,1,True,True
8d9f81986769a4e04ab68da50ec9e9ce,1,1,True,True
8de8548dca4da69b1f733ded83d92243,1,1,True,True
d6c9fa38f412c8896c1142d2d8642540,1,1,True,True
95c3fa5e28c506815b38d34f11a0d10b,1,1,True,True
4af18407a82e112f9368ee1510021792,1,1,True,True
3436c39a5faf269dbafa069378ad1f61,1,1,True,True
a7eb6b6b88a8e9a3b2be49189d1a9d84,1,1,True,True
eb536e542321c2a963a8d0dcecd2780e,1,1,True,True
88455d5913a0cb45f6213499ff06e835,1,1,True,True
ff0abad0ce2aeecc648a14d215a888b5,1,1,True,True
d10127c44bc40c0a5a5aee0e878a2c08,1,1,True,True
fe9ec2fe677cd9dba086395187bd4bab,1,1,True,True
5167d62729da7a94660aeed47d034110,1,1,True,True
07527e38babacaa9ad3636d0cb51a9cc,1,1,True,True
542d69dfe60fd82bb11f1358e1621063,1,1,True,True
070602276aae1e03d04131deb72c3bde,1,1,True,True
0f5568f9c439197deae7e629ee7bf8f9,1,1,True,True
77752d01ebc4d21a4ac8192ec4eec4fd,1,1,True,True
b15494363e428374c42c430eb4d79a38,1,1,True,True
6c72792d0952cf69c018b4ad4e342609,1,1,True,True
a7e76d073ae4d4b529531730703a42a8,1,1,True,True
bd51c657a710968b8f6573110fc5eb66,1,1,True,True
c26e2bc01589f057ea16bb4c8ded3a76,1,1,True,True
dd98870490c469a62eaa046293a4cee3,1,1,True,True
3da31ed8f3ff0fdd83204db259339634,1,1,True,True
b9aad38d868ce78542868ce4035578b9,1,1,True,True
a5f2d5d6783af2cffcc2d8ccbfa316cf,1,1,True,True
